subject,run,edf,event,is_mi,mi_kind
86,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S086\S086R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S086\S086R10.edf.event,True,OF
86,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S086\S086R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S086\S086R11.edf.event,False,
86,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S086\S086R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S086\S086R12.edf.event,True,LR
86,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S086\S086R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S086\S086R13.edf.event,False,
86,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S086\S086R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S086\S086R14.edf.event,True,OF
87,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S087\S087R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S087\S087R01.edf.event,False,
87,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S087\S087R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S087\S087R02.edf.event,False,
87,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S087\S087R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S087\S087R03.edf.event,False,
87,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S087\S087R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S087\S087R04.edf.event,True,LR
87,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S087\S087R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S087\S087R05.edf.event,False,
87,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S087\S087R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S087\S087R06.edf.event,True,OF
87,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S087\S087R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S087\S087R07.edf.event,False,
87,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S087\S087R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S087\S087R08.edf.event,True,LR
87,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S087\S087R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S087\S087R09.edf.event,False,
87,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S087\S087R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S087\S087R10.edf.event,True,OF
87,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S087\S087R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S087\S087R11.edf.event,False,
87,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S087\S087R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S087\S087R12.edf.event,True,LR
87,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S087\S087R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S087\S087R13.edf.event,False,
87,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S087\S087R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S087\S087R14.edf.event,True,OF
88,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S088\S088R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S088\S088R01.edf.event,False,
88,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S088\S088R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S088\S088R02.edf.event,False,
88,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S088\S088R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S088\S088R03.edf.event,False,
88,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S088\S088R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S088\S088R04.edf.event,True,LR
88,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S088\S088R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S088\S088R05.edf.event,False,
88,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S088\S088R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S088\S088R06.edf.event,True,OF
88,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S088\S088R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S088\S088R07.edf.event,False,
88,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S088\S088R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S088\S088R08.edf.event,True,LR
88,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S088\S088R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S088\S088R09.edf.event,False,
88,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S088\S088R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S088\S088R10.edf.event,True,OF
88,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S088\S088R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S088\S088R11.edf.event,False,
88,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S088\S088R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S088\S088R12.edf.event,True,LR
88,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S088\S088R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S088\S088R13.edf.event,False,
88,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S088\S088R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S088\S088R14.edf.event,True,OF
89,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S089\S089R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S089\S089R01.edf.event,False,
89,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S089\S089R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S089\S089R02.edf.event,False,
89,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S089\S089R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S089\S089R03.edf.event,False,
89,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S089\S089R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S089\S089R04.edf.event,True,LR
89,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S089\S089R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S089\S089R05.edf.event,False,
89,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S089\S089R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S089\S089R06.edf.event,True,OF
89,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S089\S089R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S089\S089R07.edf.event,False,
89,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S089\S089R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S089\S089R08.edf.event,True,LR
89,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S089\S089R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S089\S089R09.edf.event,False,
89,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S089\S089R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S089\S089R10.edf.event,True,OF
89,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S089\S089R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S089\S089R11.edf.event,False,
89,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S089\S089R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S089\S089R12.edf.event,True,LR
89,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S089\S089R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S089\S089R13.edf.event,False,
89,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S089\S089R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S089\S089R14.edf.event,True,OF
90,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S090\S090R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S090\S090R01.edf.event,False,
90,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S090\S090R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S090\S090R02.edf.event,False,
90,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S090\S090R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S090\S090R03.edf.event,False,
90,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S090\S090R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S090\S090R04.edf.event,True,LR
90,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S090\S090R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S090\S090R05.edf.event,False,
90,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S090\S090R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S090\S090R06.edf.event,True,OF
90,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S090\S090R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S090\S090R07.edf.event,False,
90,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S090\S090R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S090\S090R08.edf.event,True,LR
90,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S090\S090R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S090\S090R09.edf.event,False,
90,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S090\S090R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S090\S090R10.edf.event,True,OF
90,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S090\S090R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S090\S090R11.edf.event,False,
90,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S090\S090R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S090\S090R12.edf.event,True,LR
90,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S090\S090R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S090\S090R13.edf.event,False,
90,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S090\S090R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S090\S090R14.edf.event,True,OF
91,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S091\S091R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S091\S091R01.edf.event,False,
91,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S091\S091R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S091\S091R02.edf.event,False,
91,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S091\S091R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S091\S091R03.edf.event,False,
91,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S091\S091R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S091\S091R04.edf.event,True,LR
91,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S091\S091R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S091\S091R05.edf.event,False,
91,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S091\S091R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S091\S091R06.edf.event,True,OF
91,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S091\S091R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S091\S091R07.edf.event,False,
91,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S091\S091R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S091\S091R08.edf.event,True,LR
91,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S091\S091R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S091\S091R09.edf.event,False,
91,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S091\S091R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S091\S091R10.edf.event,True,OF
91,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S091\S091R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S091\S091R11.edf.event,False,
91,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S091\S091R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S091\S091R12.edf.event,True,LR
91,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S091\S091R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S091\S091R13.edf.event,False,
91,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S091\S091R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S091\S091R14.edf.event,True,OF
92,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S092\S092R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S092\S092R01.edf.event,False,
92,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S092\S092R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S092\S092R02.edf.event,False,
92,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S092\S092R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S092\S092R03.edf.event,False,
92,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S092\S092R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S092\S092R04.edf.event,True,LR
92,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S092\S092R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S092\S092R05.edf.event,False,
92,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S092\S092R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S092\S092R06.edf.event,True,OF
92,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S092\S092R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S092\S092R07.edf.event,False,
92,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S092\S092R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S092\S092R08.edf.event,True,LR
92,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S092\S092R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S092\S092R09.edf.event,False,
92,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S092\S092R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S092\S092R10.edf.event,True,OF
92,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S092\S092R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S092\S092R11.edf.event,False,
92,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S092\S092R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S092\S092R12.edf.event,True,LR
92,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S092\S092R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S092\S092R13.edf.event,False,
92,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S092\S092R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S092\S092R14.edf.event,True,OF
93,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S093\S093R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S093\S093R01.edf.event,False,
93,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S093\S093R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S093\S093R02.edf.event,False,
93,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S093\S093R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S093\S093R03.edf.event,False,
93,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S093\S093R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S093\S093R04.edf.event,True,LR
93,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S093\S093R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S093\S093R05.edf.event,False,
93,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S093\S093R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S093\S093R06.edf.event,True,OF
93,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S093\S093R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S093\S093R07.edf.event,False,
93,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S093\S093R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S093\S093R08.edf.event,True,LR
93,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S093\S093R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S093\S093R09.edf.event,False,
93,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S093\S093R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S093\S093R10.edf.event,True,OF
93,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S093\S093R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S093\S093R11.edf.event,False,
93,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S093\S093R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S093\S093R12.edf.event,True,LR
93,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S093\S093R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S093\S093R13.edf.event,False,
93,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S093\S093R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S093\S093R14.edf.event,True,OF
94,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S094\S094R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S094\S094R01.edf.event,False,
94,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S094\S094R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S094\S094R02.edf.event,False,
94,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S094\S094R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S094\S094R03.edf.event,False,
94,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S094\S094R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S094\S094R04.edf.event,True,LR
94,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S094\S094R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S094\S094R05.edf.event,False,
94,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S094\S094R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S094\S094R06.edf.event,True,OF
94,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S094\S094R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S094\S094R07.edf.event,False,
94,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S094\S094R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S094\S094R08.edf.event,True,LR
94,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S094\S094R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S094\S094R09.edf.event,False,
94,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S094\S094R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S094\S094R10.edf.event,True,OF
94,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S094\S094R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S094\S094R11.edf.event,False,
94,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S094\S094R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S094\S094R12.edf.event,True,LR
94,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S094\S094R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S094\S094R13.edf.event,False,
94,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S094\S094R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S094\S094R14.edf.event,True,OF
95,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S095\S095R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S095\S095R01.edf.event,False,
95,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S095\S095R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S095\S095R02.edf.event,False,
95,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S095\S095R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S095\S095R03.edf.event,False,
95,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S095\S095R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S095\S095R04.edf.event,True,LR
95,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S095\S095R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S095\S095R05.edf.event,False,
95,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S095\S095R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S095\S095R06.edf.event,True,OF
95,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S095\S095R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S095\S095R07.edf.event,False,
95,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S095\S095R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S095\S095R08.edf.event,True,LR
95,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S095\S095R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S095\S095R09.edf.event,False,
95,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S095\S095R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S095\S095R10.edf.event,True,OF
95,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S095\S095R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S095\S095R11.edf.event,False,
95,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S095\S095R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S095\S095R12.edf.event,True,LR
95,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S095\S095R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S095\S095R13.edf.event,False,
95,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S095\S095R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S095\S095R14.edf.event,True,OF
96,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S096\S096R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S096\S096R01.edf.event,False,
96,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S096\S096R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S096\S096R02.edf.event,False,
96,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S096\S096R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S096\S096R03.edf.event,False,
96,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S096\S096R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S096\S096R04.edf.event,True,LR
96,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S096\S096R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S096\S096R05.edf.event,False,
96,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S096\S096R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S096\S096R06.edf.event,True,OF
96,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S096\S096R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S096\S096R07.edf.event,False,
96,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S096\S096R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S096\S096R08.edf.event,True,LR
96,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S096\S096R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S096\S096R09.edf.event,False,
96,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S096\S096R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S096\S096R10.edf.event,True,OF
96,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S096\S096R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S096\S096R11.edf.event,False,
96,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S096\S096R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S096\S096R12.edf.event,True,LR
96,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S096\S096R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S096\S096R13.edf.event,False,
96,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S096\S096R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S096\S096R14.edf.event,True,OF
97,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S097\S097R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S097\S097R01.edf.event,False,
97,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S097\S097R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S097\S097R02.edf.event,False,
97,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S097\S097R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S097\S097R03.edf.event,False,
97,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S097\S097R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S097\S097R04.edf.event,True,LR
97,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S097\S097R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S097\S097R05.edf.event,False,
97,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S097\S097R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S097\S097R06.edf.event,True,OF
97,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S097\S097R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S097\S097R07.edf.event,False,
